edrpou,org_id,reg_date,full_name,edrpou_name,head,hd_nm,r_code,region,addr,activity,kved_orig,kved_10_gr,kved_10_nm,bankruptcy,nm_fl,nm_sh,kved,status
23841854,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОВЖОЦЬКИЙ СПИРТОВИЙ ЗАВОД""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОВЖОЦЬКИЙ СПИРТОВИЙ ЗАВОД""",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,ТЮХТІЙ  ОЛЕГ СЕРГІЙОВИЧ,UA-68,Хмельницька,"32303, Хмельницька обл., Кам'янець-Подільський район, село Довжок, ВУЛИЦЯ УНЯВКО, будинок 1",Виробництво інших основних органічних хімічних речовин,20.14,20,виробництво,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОВЖОЦЬКИЙ СПИРТОВИЙ ЗАВОД""","ДП""ДОВЖОЦЬКИЙ СПИРТОВИЙ ЗАВОД""",20.14 Виробництво інших основних органічних хімічних речовин,в стані припинення
25879878,111097581,2016-04-30,СЛУЖБА АВТОМОБІЛЬНИХ ДОРІГ У ХМЕЛЬНИЦЬКІЙ ОБЛАСТІ,СЛУЖБА АВТОМОБІЛЬНИХ ДОРІГ У ХМЕЛЬНИЦЬКІЙ ОБЛАСТІ,ДЕРЖАВНЕ АГЕНТСТВО АВТОМОБІЛЬНИХ ДОРІГ УКРАЇНИ,ГНИДЮК ПЕТРО ІВАНОВИЧ,UA-68,Хмельницька,"29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ СВОБОДИ, будинок 77",Державне управління загального характеру,84.11,84,оборона і безпека,зареєстровано,СЛУЖБА АВТОМОБІЛЬНИХ ДОРІГ У ХМЕЛЬНИЦЬКІЙ ОБЛАСТІ,NA,84.11 Державне управління загального характеру,зареєстровано
30318798,364133855,2016-11-30,"ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""УКРАЇНСЬКА ДОРОЖНЬО-ТРАНСПОРТНА КОМПАНІЯ ""ВОЄНКОНВЕРС-43""","ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""УКРАЇНСЬКА ДОРОЖНЬО-ТРАНСПОРТНА КОМПАНІЯ ""ВОЄНКОНВЕРС-43""",МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,ЧИЖОВ ВАЛЕНТИН ВАЛЕНТИНОВИЧ,UA-68,Хмельницька,"29006, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ГАРНІЗОННА, будинок 16",Вантажний автомобільний транспорт,49.41,49,перевезення,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""УКРАЇНСЬКА ДОРОЖНЬО-ТРАНСПОРТНА КОМПАНІЯ ""ВОЄНКОНВЕРС-43""","ДП МОУ ""ВОЄНКОНВЕРС-43""",49.41 Вантажний автомобільний транспорт,зареєстровано
30599603,61645521,2016-03-31,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""САМЧИКИ"" ХМЕЛЬНИЦЬКОЇ ДЕРЖАВНОЇ СІЛЬСЬКОГОСПОДАРСЬКОЇ ДОСЛІДНОЇ СТАНЦІЇ ІНСТИТУТУ КОРМІВ ТА СІЛЬСЬКОГО ГОСПОДАРСТВА ПОДІЛЛЯ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГР","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""САМЧИКИ"" ХМЕЛЬНИЦЬКОЇ ДЕРЖАВНОЇ СІЛЬСЬКОГОСПОДАРСЬКОЇ ДОСЛІДНОЇ СТАНЦІЇ ІНСТИТУТУ КОРМІВ ТА СІЛЬСЬКОГО ГОСПОДАРСТВА ПОДІЛЛЯ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,ВОВКОЛУП ЮРІЙ МИХАЙЛОВИЧ,UA-68,Хмельницька,"31182, Хмельницька обл., Старокостянтинівський район, село Самчики","Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",01.11,01,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""САМЧИКИ"" ХМЕЛЬНИЦЬКОЇ ДЕРЖАВНОЇ СІЛЬСЬКОГОСПОДАРСЬКОЇ ДОСЛІДНОЇ СТАНЦІЇ ІНСТИТУТУ КОРМІВ ТА СІЛЬСЬКОГО ГОСПОДАРСТВА ПОДІЛЛЯ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДП ДГ ""САМЧИКИ"" ХДСГДС ІКСГП НААН""","01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
30865339,149868619,2016-06-30,ДЕРЖАВНЕ ПІДПРИЄМСТВО - ХМЕЛЬНИЦЬКИЙ ОБЛАСНИЙ ФОНД ПІДТРИМКИ ІНДИВІДУАЛЬНОГО ЖИТЛОВОГО БУДІВНИЦТВА НА СЕЛІ,ДЕРЖАВНЕ ПІДПРИЄМСТВО - ХМЕЛЬНИЦЬКИЙ ОБЛАСНИЙ ФОНД ПІДТРИМКИ ІНДИВІДУАЛЬНОГО ЖИТЛОВОГО БУДІВНИЦТВА НА СЕЛІ,ХМЕЛЬНИЦЬКА ОБЛАСНА ДЕРЖАВНА АДМІНІСТРАЦІЯ,ТОМЧИШИН ОЛЕКСАНДР ПЕТРОВИЧ,UA-68,Хмельницька,"29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 87",Інші види кредитування,64.92,64,фінанси і страхування,зареєстровано,ДЕРЖАВНЕ ПІДПРИЄМСТВО - ХМЕЛЬНИЦЬКИЙ ОБЛАСНИЙ ФОНД ПІДТРИМКИ ІНДИВІДУАЛЬНОГО ЖИТЛОВОГО БУДІВНИЦТВА НА СЕЛІ,ДП-ХОФПІЖБС,64.92 Інші види кредитування,зареєстровано
31375045,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКЕ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО  ""ХМЕЛЬНИЦЬКЕ""",ФОНД ДЕРЖАВНОГО МАЙНА УКРАЇНИ,БОРОДАТИЙ МИКОЛА ІВАНОВИЧ,UA-68,Хмельницька,"31340, Хмельницька обл., Хмельницький район, село Лісові Гринівці, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 4","Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",01.11,01,сільське і лісове господарство,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО  ""ХМЕЛЬНИЦЬКЕ""","ДП ""ХМЕЛЬНИЦЬКЕ""","01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",в стані припинення
33285303,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО "" ХМЕЛЬНИЦЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО """,ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,БУРКОВСЬКИЙ ІГОР  ВОЛОДИМИРОВИЧ,UA-68,Хмельницька,"31343, Хмельницька обл., Хмельницький район, село Прибузьке, ВУЛИЦЯ ОЛІМПІЙСЬКОГО ВОГНЮ, будинок 67",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО "" ХМЕЛЬНИЦЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО ""","ДП ""ХМЕЛЬНИЦЬКЕ ЛМГ""",02.10 Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
35478680,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКЕ ОБЛАСНЕ СПЕЦІАЛІЗОВАНЕ ЛІСОГОСПОДАРСЬКЕ АГРОПРОМИСЛОВЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКОБЛАГРОЛІС""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКЕ ОБЛАСНЕ СПЕЦІАЛІЗОВАНЕ ЛІСОГОСПОДАРСЬКЕ АГРОПРОМИСЛОВЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКОБЛАГРОЛІС""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ЛАЗАРКЕВИЧ ЮРІЙ ЕДУАРДОВИЧ,UA-68,Хмельницька,"29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ СВОБОДИ, будинок 70, кімната 115",Лісівництво та інша діяльність у лісовому господарстві,02.20,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКЕ ОБЛАСНЕ СПЕЦІАЛІЗОВАНЕ ЛІСОГОСПОДАРСЬКЕ АГРОПРОМИСЛОВЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКОБЛАГРОЛІС""","ДП ХОСЛАП ""ХМЕЛЬНИЦЬКОБЛАГРОЛІС""",02.20 Лісозаготівлі,зареєстровано
35668739,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗАВОД ""МАЯК""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗАВОД ""МАЯК""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,КУКОВЯКІН ВІКТОР ВАСИЛЬОВИЧ,UA-68,Хмельницька,"31352, Хмельницька обл., Хмельницький район, село Гвардійське, ВУЛИЦЯ МОЛОДІЖНА, будинок 7",Надання в оренду й експлуатацію власного чи орендованого нерухомого майна,68.20,68,будівництво і нерухомість,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗАВОД ""МАЯК""","ДП ""ЗАВОД""МАЯК""",68.20 Надання в оренду й експлуатацію власного чи орендованого нерухомого майна,в стані припинення
36280860,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКЕ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКЕ""",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,ПОГОРІЛЬЧУК ВАСИЛЬ ПЕТРОВИЧ,UA-68,Хмельницька,"30014, Хмельницька обл., Славутський район, село Цвітоха",Змішане сільське господарство,01.50,01,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКЕ""","ДП ""СГП ""ХМЕЛЬНИЦЬКЕ""",01.50 Змішане сільське господарство,зареєстровано
36819644,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СЕЛЕКЦІЙНО-ГЕНЕТИЧНИЙ ЦЕНТР ПО РИБНИЦТВУ ""ПОДІЛЛЯ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СЕЛЕКЦІЙНО-ГЕНЕТИЧНИЙ ЦЕНТР ПО РИБНИЦТВУ ""ПОДІЛЛЯ""",ДЕРЖАВНЕ АГЕНТСТВО РИБНОГО ГОСПОДАРСТВА УКРАЇНИ,КОРОТЕЦЬКИЙ  ВАСИЛЬ ПАВЛОВИЧ,UA-68,Хмельницька,"04050, м.Київ, Шевченківський район, ВУЛИЦЯ ТУРГЕНЄВСЬКА, будинок 82-А",Прісноводне рибництво (аквакультура),03.22,03,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СЕЛЕКЦІЙНО-ГЕНЕТИЧНИЙ ЦЕНТР ПО РИБНИЦТВУ ""ПОДІЛЛЯ""","ДП ""СГЦР ""ПОДІЛЛЯ""",03.22 Прісноводне рибництво (аквакультура),зареєстровано
37098303,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКА ОБЛАСНА СЛУЖБА ЄДИНОГО ЗАМОВНИКА""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКА ОБЛАСНА СЛУЖБА ЄДИНОГО ЗАМОВНИКА""",ХМЕЛЬНИЦЬКА ОБЛАСНА ДЕРЖАВНА АДМІНІСТРАЦІЯ,КОЛЕСНІК АНДРІЙ ВАСИЛЬОВИЧ,UA-68,Хмельницька,"29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ГЕРОЇВ МАЙДАНУ, будинок 36",Організація будівництва будівель,41.10,41,будівництво і нерухомість,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКА ОБЛАСНА СЛУЖБА ЄДИНОГО ЗАМОВНИКА""","ДП ""ХМЕЛЬНИЦЬКА ОБЛАСНА СЛУЖБА ЄДИНОГО ЗАМОВНИКА""",41.10 Організація будівництва будівель,зареєстровано
00205104,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ ДЕРЖАВНИЙ ЗАВОД ХІМІЧНИХ РЕАКТИВІВ""","ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ ДЕРЖАВНИЙ ЗАВОД ХІМІЧНИХ РЕАКТИВІВ""",ФОНД ДЕРЖАВНОГО МАЙНА УКРАЇНИ,ОНИЩЕНКО ВОЛОДИМИР ДМИТРОВИЧ,UA-71,Черкаська,"18036, Черкаська обл., місто Черкаси, Придніпровський район, ВУЛИЦЯ ЧИГИРИНСЬКА, будинок 21",Виробництво хімічної продукції для промислових цілей,20.59,NA,NA,порушено справу про банкрутство (санація),"ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ ДЕРЖАВНИЙ ЗАВОД ХІМІЧНИХ РЕАКТИВІВ""","ДП ""ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ ДЕРЖАВНИЙ ЗАВОД ХІМІЧНИХ РЕАКТИВІВ""","20.59 Виробництво іншої хімічної продукції, н. в. і. у.",в стані припинення
00206138,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ОРГХІМ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО  ""ОРГХІМ""",ФОНД ДЕРЖАВНОГО МАЙНА УКРАЇНИ,БІГУН АНДРІЙ ГРИГОРОВИЧ,UA-71,Черкаська,"18000, Черкаська обл., місто Черкаси, Придніпровський район, ВУЛИЦЯ В'ЯЧЕСЛАВА ЧОРНОВОЛА, будинок 243/1",Технічні випробування та дослідження,71.20,71,дослідження,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО  ""ОРГХІМ""","ДП  ""ОРГХІМ""",71.20 Технічні випробування та дослідження,в стані припинення
00209160,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ ДЕРЖАВНИЙ НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ ТЕХНІКО-ЕКОНОМІЧНОЇ ІНФОРМАЦІЇ В ХІМІЧНІЙ ПРОМИСЛОВОСТІ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ ДЕРЖАВНИЙ НАУКОВО - ДОСЛІДНИЙ ІНСТИТУТ ТЕХНІКО - ЕКОНОМІЧНОЇ ІНФОРМАЦІЇ В ХІМІЧНІЙ ПРОМИСЛОВОСТІ""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,КОВЕНЯ ТАМАРА ВОЛОДИМИРІВНА,UA-71,Черкаська,"18000, Черкаська обл., місто Черкаси, Соснівський район, БУЛЬВАР ШЕВЧЕНКО, будинок 205",Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,72.19,72,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ ДЕРЖАВНИЙ НАУКОВО - ДОСЛІДНИЙ ІНСТИТУТ ТЕХНІКО - ЕКОНОМІЧНОЇ ІНФОРМАЦІЇ В ХІМІЧНІЙ ПРОМИСЛОВОСТІ""","ДП ""ЧЕРКАСЬКИЙ  НДІТЕХІМ""",72.19 Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
00374841,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ІВАНЬКІВСЬКИЙ СПИРТОВИЙ ЗАВОД""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ІВАНЬКІВСЬКИЙ СПИРТОВИЙ ЗАВОД""",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,ВЕЛИЧКО ОЛЕКСАНДР ОЛЕКСАНДРОВИЧ,UA-71,Черкаська,"20132, Черкаська обл., Маньківський район, село Іваньки, ВУЛИЦЯ РОБОЧА, будинок 4","Дистиляція, ректифікація та змішування спиртних напоїв",15.92,11,виробництво,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ІВАНЬКІВСЬКИЙ СПИРТОВИЙ ЗАВОД""","ДП ""ІВАНЬКІВСЬКИЙ СПИРТЗАВОД""",15.92.0 ВИРОБНИЦТВО ЕТИЛОВОГО СПИРТУ ІЗ ЗБРОДЖУВАНИХ ПРОДУКТІВ,зареєстровано
00376998,0,NA,ДЕРЖАВНЕ ПІДПРИЄМСТВО КАМ'ЯНСЬКИЙ СПИРТОГОРІЛЧАНИЙ КОМБІНАТ,ДЕРЖАВНЕ ПІДПРИЄМСТВО КАМ'ЯНСЬКИЙ СПИРТОГОРІЛЧАНИЙ КОМБІНАТ,МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,КУРОЧКІН ЮРІЙ ІВАНОВИЧ,UA-71,Черкаська,"20800, Черкаська обл., Кам'янський район, місто Кам'янка, ВУЛИЦЯ СЕРДЮКА, будинок 1","Дистиляція, ректифікація та змішування спиртних напоїв",11.01,11,виробництво,порушено справу про банкрутство,ДЕРЖАВНЕ ПІДПРИЄМСТВО КАМ'ЯНСЬКИЙ СПИРТОГОРІЛЧАНИЙ КОМБІНАТ,NA,"11.01 Дистиляція, ректифікація та змішування спиртних напоїв",порушено справу про банкрутство
00388211,0,NA,"ПІДПРИЄМСТВО ЗВЕНИГОРОДСЬКІ ЗАЛІЗНИЧНІ ПІД'ЇЗДНІ КОЛІЇ АСОЦІАЦІЇ ""ЧЕРКАСИЦУКОР""","ПІДПРИЄМСТВО ЗВЕНИГОРОДСЬКІ ЗАЛІЗНИЧНІ ПІД'ЇЗДНІ КОЛІЇ АСОЦІАЦІЇ ""ЧЕРКАСИЦУКОР""",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,NA,UA-71,Черкаська,NA,Функціонування інфраструктури залізничного транспорту,63.21.1,NA,NA,NA,NA,NA,NA,NA
00495800,351162384,2016-11-30,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ХРИСТИНІВСЬКЕ"" ІНСТИТУТУ РОЗВЕДЕННЯ І ГЕНЕТИКИ ТВАРИН ІМЕНІ М.В.ЗУБЦЯ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ХРИСТИНІВСЬКЕ"" ІНСТИТУТУ РОЗВЕДЕННЯ І ГЕНЕТИКИ ТВАРИН ІМЕНІ М.В.ЗУБЦЯ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,ПЕРЕДРІЙ МИКОЛА МИКОЛАЙОВИЧ,UA-71,Черкаська,"20001, Черкаська обл., Христинівський район, місто Христинівка, ВУЛИЦЯ ЧУЙКОВА, будинок 3","Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",01.11,01,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ХРИСТИНІВСЬКЕ"" ІНСТИТУТУ РОЗВЕДЕННЯ І ГЕНЕТИКИ ТВАРИН ІМЕНІ М.В.ЗУБЦЯ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДП ""ДГ ""ХРИСТИНІВСЬКЕ"" ІРГТ ІМ.М.В.ЗУБЦЯ НААН""","01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
00709709,351173333,2016-11-30,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ""","ДЕРЖАВНА СЛУЖБА УКРАЇНИ З ПИТАНЬ ГЕОДЕЗІЇ, КАРТОГРАФІЇ ТА КАДАСТРУ",ДОБРОВОЛЬСЬКИЙ ПЕТРО МИКОЛАЙОВИЧ,UA-71,Черкаська,"19622, Черкаська обл., Черкаський район, село Свидівок, ВУЛИЦЯ ПАРТИЗАНСЬКА, будинок 5",Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,72.19,72,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ""","ДП ""ЧЕРКАСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ""",72.19 Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
00952545,0,2017-04-30,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗЛАТОДАР""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗЛАТОДАР""",ДЕРЖАВНЕ АГЕНТСТВО РЕЗЕРВУ УКРАЇНИ,БУРКАЦЬКИЙ ВАЛЕРІЙ ВАСИЛЬОВИЧ,UA-71,Черкаська,"19700, Черкаська обл., місто Золотоноша, ВУЛИЦЯ ШЕВЧЕНКА, будинок 47",Складське господарство,52.10,52,перевезення,порушено справу про банкрутство,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗЛАТОДАР""","ДП ""ЗЛАТОДАР""",52.10 Складське господарство,порушено справу про банкрутство
00993352,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КАНІВСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КАНІВСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,СИМОНЕНКО  ЕДУАРД ВОЛОДИМИРОВИЧ,UA-71,Черкаська,"19030, Черкаська обл., Канівський район, село Литвинець, ВУЛИЦЯ ЛІСНА, будинок 1",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КАНІВСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП ""КАНІВСЬКИЙ ЛІСГОСП""",02.10 Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
00993366,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗОЛОТОНІСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗОЛОТОНІСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,БАС МИКОЛА ВІКТОРОВИЧ,UA-71,Черкаська,"19736, Черкаська обл., Золотоніський район, село Вільхи, ВУЛИЦЯ ШЕВЧЕНКА, будинок 1А",Надання допоміжних послуг у лісовому господарстві,02.40,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗОЛОТОНІСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП ""ЗОЛОТОНІСЬКИЙ ЛІСГОСП""",02.20 Лісозаготівлі,зареєстровано
00993372,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ШИЯТИЙ ІВАН ВАСИЛЬОВИЧ,UA-71,Черкаська,"19601, МКР-Н ДАХНІВКА ЛІСНИЦТВО, Б. 11, М. ЧЕРКАСИ, СОСНІВСЬКИЙ РАЙОН, ЧЕРКАСЬКА ОБЛАСТЬ, УКРАЇНА",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,ЧЕРКАСЬКЕ ДЕРЖАВНЕ ЛІСОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО,"ДП ""ЧЕРКАСЬКЕ ДЕРЖАВНЕ ЛІСОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО""",02.02.0 НАДАННЯ ПОСЛУГ У ЛІСОВОМУ ГОСПОДАРСТВІ,припинено
