edrpou,org_id,reg_date,full_name,edrpou_name,head,hd_nm,r_code,region,addr,activity,kved_orig,kved_10_gr,kved_10_nm,bankruptcy,nm_fl,nm_sh,kved,status
00993389,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УМАНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УМАНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,НАЗАРЕВИЧ ІВАН ВАСИЛЬОВИЧ,UA-71,Черкаська,"20332, Черкаська обл., Уманський район, село Дмитрушки, ВУЛИЦЯ ПЕТРОПАВЛІВСЬКА, будинок 1-Б",Надання допоміжних послуг у лісовому господарстві,02.40,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УМАНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП ""УМАНСЬКИЙ ЛІСГОСП""",02.40 Надання допоміжних послуг у лісовому господарстві,зареєстровано
00993395,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КОРСУНЬ-ШЕВЧЕНКІВСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КОРСУНЬ-ШЕВЧЕНКІВСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ЯЦЕНКО ВАСИЛЬ БОРИСОВИЧ,UA-71,Черкаська,"19400, Черкаська обл., Корсунь-Шевченківський район, місто Корсунь-Шевченківський, ВУЛ. УКОЛОВА, будинок 3",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КОРСУНЬ-ШЕВЧЕНКІВСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП ""КОРСУНЬ-ШЕВЧЕНКІВСЬКИЙ ЛІСГОСП""",02.10 Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
00993403,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СМІЛЯНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СМІЛЯНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,СЕГЕДА ЮРІЙ  ЮРІЙОВИЧ,UA-71,Черкаська,"20761, Черкаська обл., Смілянський район, село Будки, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 1",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СМІЛЯНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП""СМІЛЯНСЬКИЙ ЛІСГОСП""",02.10 Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
00993417,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛИСЯНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛИСЯНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ШТАНЬКО ВОЛОДИМИР ПАВЛОВИЧ,UA-71,Черкаська,"19335, Черкаська обл., Лисянський район, село Яблунівка, ВУЛИЦЯ ТРАКТОРНА, будинок 25",Лісівництво та інша діяльність у лісовому господарстві,02.20,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛИСЯНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП""ЛИСЯНСЬКИЙ ЛІСГОСП""",02.20 Лісозаготівлі,зареєстровано
00993426,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗВЕНИГОРОДСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗВЕНИГОРОДСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ПРОЦЕНКО АНАТОЛІЙ ПЕТРОВИЧ,UA-71,Черкаська,"20240, Черкаська обл., Звенигородський район, село Козацьке, ПРОВУЛОК ЖОВТНЕВИЙ, будинок 1 А",Лісівництво та інша діяльність у лісовому господарстві,02.20,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗВЕНИГОРОДСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП ""ЗВЕНИГОРОДСЬКИЙ ЛІСГОСП""",02.20 Лісозаготівлі,зареєстровано
00993432,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КАМ'ЯНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КАМ'ЯНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ВЕРЕС ВІТАЛІЙ ТЕРЕНТІЙОВИЧ,UA-71,Черкаська,"20801, Черкаська обл., Кам'янський район, місто Кам'янка, ВУЛИЦЯ ГЕРОЇВ МАЙДАНУ, будинок 8",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КАМ'ЯНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП ""КАМ'ЯНСЬКИЙ ЛІСГОСП""",02.10 Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
00993449,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧИГИРИНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧИГИРИНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ФЕНДЮР РОМАН АНАТОЛІЙОВИЧ,UA-71,Черкаська,"20901, Черкаська обл., Чигиринський район, місто Чигирин, ВУЛИЦЯ ЧЕРКАСЬКА, будинок 77",Надання допоміжних послуг у лісовому господарстві,02.40,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧИГИРИНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП ""ЧИГИРИНСЬКИЙ ЛІСГОСП""",02.40 Надання допоміжних послуг у лісовому господарстві,зареєстровано
00993745,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ТОРГОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ""ЧЕРКАСИЛІСТОРГ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ТОРГОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ""ЧЕРКАСИЛІСТОРГ""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,NA,UA-71,Черкаська,"18035, Черкаська обл., місто Черкаси, Соснівський район, ВУЛИЦЯ ЛІСНИЦТВО, будинок 7",Роздрібна торгівля в неспеціалізованих магазинах без переваги продовольчого асортименту,52.12,47,торгівля,"зареєстровано, свідоцтво про державну реєстрацію недійсне","ДЕРЖАВНЕ ПІДПРИЄМСТВО ТОРГОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ""ЧЕРКАСИЛІСТОРГ""",NA,NA,"зареєстровано, свідоцтво про державну реєстрацію недійсне"
01275638,0,NA,"ЧЕРКАСЬКА ДЕРЖАВНА ЖИТЛОВО-ПОБУТОВА ФІРМА ""ОБРІЙ-1""","ЧЕРКАСЬКА ДЕРЖАВНА ЖИТЛОВО-ПОБУТОВА ФІРМА ""ОБРІЙ-1""","УКРАЇНСЬКА ДЕРЖАВНА БУДІВЕЛЬНА КОРПОРАЦІЯ ""УКРБУД""",КІРУС ТЕТЯНА АНАТОЛІЇВНА,UA-71,Черкаська,"18018, Черкаська обл., місто Черкаси, Придніпровський район, ВУЛИЦЯ ЕНГЕЛЬСА , будинок 261, кімната 1",Надання в оренду й експлуатацію власного чи орендованого нерухомого майна,68.20,68,будівництво і нерухомість,в стані припинення,"ЧЕРКАСЬКА ДЕРЖАВНА ЖИТЛОВО-ПОБУТОВА ФІРМА ""ОБРІЙ-1""","ФІРМА ""ОБРІЙ-1""",68.20 Надання в оренду й експлуатацію власного чи орендованого нерухомого майна,в стані припинення
01374613,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УМАНСЬКИЙ ЦЕГЕЛЬНИЙ ЗАВОД""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УМАНСЬКИЙ ЦЕГЕЛЬНИЙ ЗАВОД""","УКРАЇНСЬКА ДЕРЖАВНА БУДІВЕЛЬНА КОРПОРАЦІЯ ""УКРБУД""",ХОЛОСТИЙ ОЛЕКСАНДР ІВАНОВИЧ,UA-71,Черкаська,"20300, Черкаська обл., місто Умань, ВУЛИЦЯ ДЕРЕВ'ЯНКА, будинок 2","Виробництво цегли, черепиці та інших будівельних виробів з випаленої глини",26.40,23,виробництво,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УМАНСЬКИЙ ЦЕГЕЛЬНИЙ ЗАВОД""",УМАНСЬКИЙ ЦЕГЕЛЬНИЙ ЗАВОД,"26.40.0 ВИРОБНИЦТВО ЦЕГЛИ, ЧЕРЕПИЦІ ТА ІНШИХ БУДІВЕЛЬНИХ ВИРОБІВ З ВИПАЛЕНОЇ ГЛИНИ",зареєстровано
01886833,0,2017-03-31,"УКРАЇНСЬКА ІНСПЕКЦІЯ ПО КОНТРОЛЮ ЯКОСТІ ТОРФЯНОЇ ПРОДУКЦІЇ І ПАЛИВНИХ БРИКЕТІВ ""УКРІНСПАЛИВО""","УКРАЇНСЬКА ІНСПЕКЦІЯ ПО КОНТРОЛЮ ЯКОСТІ ТОРФЯНОЇ ПРОДУКЦІЇ І ПАЛИВНИХ БРИКЕТІВ ""УКРІНСПАЛИВО""",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,МИКИТАС КОСТЯНТИН МИКОЛАЙОВИЧ,UA-71,Черкаська,"19700, Черкаська обл., місто Золотоноша, ВУЛИЦЯ ТОРФЯНА, будинок 6",Технічні випробування та дослідження,71.20,71,дослідження,зареєстровано,"УКРАЇНСЬКА ІНСПЕКЦІЯ ПО КОНТРОЛЮ ЯКОСТІ ТОРФЯНОЇ ПРОДУКЦІЇ І ПАЛИВНИХ БРИКЕТІВ ""УКРІНСПАЛИВО""",УКРІНСПАЛИВО,71.20 Технічні випробування та дослідження,зареєстровано
02568360,0,2017-03-31,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ НАУКОВО-ВИРОБНИЧИЙ ЦЕНТР СТАНДАРТИЗАЦІЇ, МЕТРОЛОГІЇ ТА СЕРТИФІКАЦІЇ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ НАУКОВО-ВИРОБНИЧИЙ ЦЕНТР СТАНДАРТИЗАЦІЇ, МЕТРОЛОГІЇ ТА СЕРТИФІКАЦІЇ""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,ЧОРНОПИЩУК МИХАЙЛО ПЕТРОВИЧ,UA-71,Черкаська,"18002, Черкаська обл., місто Черкаси, Придніпровський район, ВУЛИЦЯ ГОГОЛЯ, будинок 278",Регулювання та сприяння ефективному веденню економічної діяльності,84.13,84,оборона і безпека,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ НАУКОВО-ВИРОБНИЧИЙ ЦЕНТР СТАНДАРТИЗАЦІЇ, МЕТРОЛОГІЇ ТА СЕРТИФІКАЦІЇ""","ДП ""ЧЕРКАСИСТАНДАРТМЕТРОЛОГІЯ""",84.13 Регулювання та сприяння ефективному веденню економічної діяльності,зареєстровано
02736538,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ ДЕРЖАВНИЙ ЦЕНТР НАУКИ, ІННОВАЦІЙ ТА ІНФОРМАТИЗАЦІЇ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ ДЕРЖАВНИЙ ЦЕНТР НАУКИ, ІННОВАЦІЙ ТА ІНФОРМАТИЗАЦІЇ""",МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ,МОНКЕ ВІТАЛІЙ СТАНІСЛАВОВИЧ,UA-71,Черкаська,"18002, Черкаська обл., місто Черкаси, Соснівський район, БУЛЬВАР  ШЕВЧЕНКА, будинок 205",Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,72.19,72,дослідження,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ ДЕРЖАВНИЙ ЦЕНТР НАУКИ, ІННОВАЦІЙ ТА ІНФОРМАТИЗАЦІЇ""",ЧДЦНІІ,72.19 Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,в стані припинення
05389994,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БУДІВЕЛЬНИК""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БУДІВЕЛЬНИК""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,ЯЦЕНКО АНДРІЙ ОЛЕКСІЙОВИЧ,UA-71,Черкаська,"19400, Черкаська обл., Корсунь-Шевченківський район, місто Корсунь-Шевченківський, 25 ЖОВТНЯ , будинок 4","Загальне будівництво будівель (нові роботи, роботи з заміни, реконструкції та відновлення)",45.21,NA,NA,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БУДІВЕЛЬНИК""","ДП ""БУДІВЕЛЬНИК",45.21.1 БУДІВНИЦТВО БУДІВЕЛЬ,в стані припинення
05422303,6413266,2016-03-31,СЛУЖБА АВТОМОБІЛЬНИХ ДОРІГ У ЧЕРКАСЬКІЙ ОБЛАСТІ,СЛУЖБА АВТОМОБІЛЬНИХ ДОРІГ У ЧЕРКАСЬКІЙ ОБЛАСТІ,ДЕРЖАВНЕ АГЕНТСТВО АВТОМОБІЛЬНИХ ДОРІГ УКРАЇНИ,ДЕМИДЕНКО ВЛАДИСЛАВ  ІГОРОВИЧ,UA-71,Черкаська,"18006, Черкаська обл., місто Черкаси, Придніпровський район, БУЛЬВАР ШЕВЧЕНКА, будинок 389",Регулювання та сприяння ефективному веденню економічної діяльності,84.13,84,оборона і безпека,зареєстровано,СЛУЖБА АВТОМОБІЛЬНИХ ДОРІГ У ЧЕРКАСЬКІЙ ОБЛАСТІ,NA,84.13 Регулювання та сприяння ефективному веденню економічної діяльності,зареєстровано
05518954,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КОСАРСЬКИЙ СПИРТОВИЙ ЗАВОД""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КОСАРСЬКИЙ СПИРТОВИЙ ЗАВОД""",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,ОБЛАПЕНКО СЕРГІЙ МИКОЛАЙОВИЧ,UA-71,Черкаська,"20813, Черкаська обл., Кам'янський район, село Косарі, ВУЛИЦЯ ХОЛОДНОЯРСЬКА, будинок 1","Дистиляція, ректифікація та змішування спиртних напоїв",11.01,11,виробництво,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КОСАРСЬКИЙ СПИРТОВИЙ ЗАВОД""",NA,"11.01 Дистиляція, ректифікація та змішування спиртних напоїв",в стані припинення
05529691,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ КОНСЕРВНИЙ КОМБІНАТ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ КОНСЕРВНИЙ КОМБІНАТ""",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,ПРУДКИЙ РОМАН ІВАНОВИЧ,UA-71,Черкаська,"18030, Черкаська обл., місто Черкаси, Придніпровський район, ВУЛИЦЯ ЧИГИРИНСЬКА, будинок 13",Комплексне обслуговування об'єктів,81.10,81,спеціалізовані послуги,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЧЕРКАСЬКИЙ КОНСЕРВНИЙ КОМБІНАТ""","ДП ""ЧКК""",81.10 Комплексне обслуговування об'єктів,зареєстровано
07642316,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""ЧЕРКАСЬКИЙ ВІЙСЬКОВИЙ ТОРГ ПІВНІЧНОГО ОПЕРАТИВНОГО КОМАНДУВАННЯ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""ЧЕРКАСЬКИЙ ВІЙСЬКОВИЙ ТОРГ ПІВНІЧНОГО ОПЕРАТИВНОГО КОМАНДУВАННЯ""",МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,МАЗУРЕНКО ОЛЕКСАНДР ІВАНОВИЧ,UA-71,Черкаська,"18002, Черкаська обл., місто Черкаси, Соснівський район, ВУЛИЦЯ ІЛЬЇНА, будинок 218",Оптова торгівля автомобілями,50.10,NA,NA,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""ЧЕРКАСЬКИЙ ВІЙСЬКОВИЙ ТОРГ ПІВНІЧНОГО ОПЕРАТИВНОГО КОМАНДУВАННЯ""",NA,50.10.1 ОПТОВА ТОРГІВЛЯ АВТОМОБІЛЯМИ,в стані припинення
